set,k1,k2,z1,z2,kp1,kp2,lam,mu1,mu2,c1,c2,ee1_m6,ee2_m6,ee1_m19,ee2_m19,arc,kkt1_m19,kkt2_m19
box,1.123884310365111,1.0241903808024744,-0.06770521138201259,-0.027873170342114312,1.113597383457749,1.0282735711217663,0.9625884439097359,0.0018961694906245755,0.0,0.04627515354832147,0.047617587204039545,-0.0020617944602743243,-0.0001672010714829364,-0.0019928435206201245,-0.0001794854479446606,-2.3290956920573783e-06,0.0008555431395700364,0.0001794854479446606
box,1.1272483883883642,1.0506025849679013,0.1469048456631814,-0.04179058845066208,1.1364398071371626,1.0442928110551752,0.9094770931088224,0.0,0.0,0.046936433694452134,0.05039834374804656,-0.0002697641435317477,-0.0013987931172873003,-0.0002910612264999113,-0.001409855231237822,4.1111447950433735e-06,0.0002910612264999113,0.001409855231237822
box,1.0210446042085148,1.0375696806452672,0.11145318664801912,-0.11344846778030974,1.0326468604389127,1.025898774299046,0.9805986474380032,0.0,0.012100952986281312,0.04606119562657866,0.04674301692055974,-0.00028583804235771115,-0.01182983132460913,-0.00029234490404494995,-0.011872696515121128,7.2205202179103085e-06,0.00029234490404494995,0.001260920098974938
box,0.9626041346992507,1.1639835846649187,-0.14621859565817455,0.10326600965808053,0.9563871310794656,1.1675264688956108,0.955040088098851,0.0,0.0,0.04636632008294289,0.04799394260058362,-0.0011632730421479165,-1.73799236740102e-05,-0.0011731820271574378,-9.981434890737884e-05,3.3651672903350423e-06,0.0011731820271574378,9.981434890737884e-05
box,0.9661536149484898,1.131921594111241,-0.15681454054166644,-0.04318522951735336,0.962948444376364,1.1253793056961872,0.9980253229300559,0.0,0.0,0.04585879503088566,0.04592682982722763,4.591450589486179e-05,-7.884572132177414e-05,6.563534447523445e-05,-5.291020759257137e-05,1.3267908983240657e-05,6.563534447523445e-05,5.291020759257137e-05
box,0.831452014866256,1.0610458305346553,-0.07236828844814164,0.06484866261113156,0.8364496210911274,1.0575526474169852,1.0485594678541619,0.0,0.0,0.04529599070215377,0.04371343788757594,0.00013345622367633148,-0.0005842432847471546,0.00018594889459611075,-0.0005212179861849853,5.737920905203418e-06,0.00018594889459611075,0.0005212179861849853
box,1.1775205707768364,0.8507268409044991,0.11672905452824761,-0.14097147148789158,1.180924437352637,0.8475131846105981,0.9972443587987931,0.0,0.0,0.04586777065480382,0.04596279614425035,-0.0004428752516347778,-0.0006086687683322101,-0.00046388158536214696,-0.0006288278667287983,-2.0749236243969056e-06,0.00046388158536214696,0.0006288278667287983
box,0.9523082033243557,0.9719096244714307,-0.0035681450132914183,0.15246794301953415,0.9462311730226474,0.9860702867967035,1.0004041203105685,0.0,0.0,0.04583150951005154,0.0458176233373,-0.0005805728238883479,-6.830767600674026e-05,-0.0005625982950203667,-3.3210898998770055e-05,-8.708054523028027e-08,0.0005625982950203667,3.3210898998770055e-05
box,1.1102764752407313,0.9235429450877044,-0.0736522286397439,0.11619846534058159,1.0955748946092354,0.9402531026778234,0.9884116928364535,0.020120459927516692,0.0,0.04596990018580452,0.04637352987795624,-0.020982876668627415,-0.0006569860973255626,-0.02095228449019293,-0.0006536177900434703,-3.0143996544157806e-06,0.00327411022002122,0.0006536177900434703
box,1.152522869095076,1.004282602217458,-0.04982536609205589,0.15837355141149356,1.1406962093161062,1.0198565179574055,0.9291045641045793,0.017184011404518213,0.0,0.04668656064075784,0.04933367130065384,-0.01926332729468161,7.433548057322881e-06,-0.019273133603768144,-1.9161503710174443e-05,-7.813021597213905e-08,0.0002641820432793818,1.9161503710174443e-05
box,0.9263774181470801,0.873084951570625,0.12163139881730223,0.0999473273956012,0.9308952461310289,0.8811347432976845,1.0403411544337822,0.0,0.0,0.04538518234419393,0.04405875800849139,-0.0007643706026214669,-0.00013252923805318062,-0.0007508865191848679,-0.00013337125754564472,4.104687038449132e-05,0.0007508865191848679,0.00013337125754564472
box,1.0671557622285404,1.1833654527111808,0.1362286647086139,0.07943952105656124,1.081173953123706,1.1761247027673898,0.867163982328385,0.0,0.0,0.04749880916048942,0.05285752188000235,0.0007780298630624127,7.633717107680127e-05,0.0007341507838229955,6.39535917443812e-05,1.4370013991543068e-05,0.0007341507838229955,6.39535917443812e-05
box,1.1442805638190712,0.8988586961288431,-0.11480110179166979,0.054419791780779464,1.1307264122398308,0.9099931410943634,1.0136102479855966,0.03454735665422644,0.0,0.0456814921316886,0.04522067457443851,-0.03405093578731133,-0.0006593297153680844,-0.03408655193825172,-0.000650963782429681,2.4980137777051252e-06,0.0018637672745300815,0.000650963782429681
